timestamp,open,high,low,close,volume
2026-01-01 23:00:00+00:00,6901.0,6903.25,6899.25,6901.25,1320
2026-01-01 23:01:00+00:00,6901.0,6901.75,6897.25,6897.75,639
2026-01-01 23:02:00+00:00,6898.0,6899.0,6897.0,6898.25,392
2026-01-01 23:03:00+00:00,6898.25,6899.0,6897.0,6898.75,294
2026-01-01 23:04:00+00:00,6898.5,6898.75,6897.0,6898.25,189
2026-01-01 23:05:00+00:00,6898.5,6899.75,6898.0,6899.5,233
2026-01-01 23:06:00+00:00,6899.5,6900.75,6899.25,6900.75,272
2026-01-01 23:07:00+00:00,6901.0,6901.25,6900.25,6900.75,201
2026-01-01 23:08:00+00:00,6901.0,6901.5,6900.5,6901.5,165
2026-01-01 23:09:00+00:00,6901.5,6902.0,6901.25,6902.0,99
2026-01-01 23:10:00+00:00,6901.75,6902.5,6901.75,6902.0,314
2026-01-01 23:11:00+00:00,6902.0,6902.25,6900.0,6900.75,446
2026-01-01 23:12:00+00:00,6900.5,6902.5,6900.5,6902.25,214
2026-01-01 23:13:00+00:00,6902.5,6903.5,6901.5,6901.5,316
2026-01-01 23:14:00+00:00,6901.5,6901.75,6899.75,6901.25,244
2026-01-01 23:15:00+00:00,6901.25,6903.25,6900.75,6902.5,408
2026-01-01 23:16:00+00:00,6902.5,6903.0,6901.75,6902.0,104
2026-01-01 23:17:00+00:00,6902.25,6902.25,6901.0,6901.75,157
2026-01-01 23:18:00+00:00,6901.5,6902.0,6901.0,6901.0,104
2026-01-01 23:19:00+00:00,6901.5,6902.0,6901.0,6901.25,109
2026-01-01 23:20:00+00:00,6901.25,6901.75,6900.75,6901.5,63
2026-01-01 23:21:00+00:00,6901.5,6902.75,6901.5,6902.5,108
2026-01-01 23:22:00+00:00,6902.5,6902.75,6901.5,6902.0,145
2026-01-01 23:23:00+00:00,6902.0,6902.5,6901.75,6902.5,48
2026-01-01 23:24:00+00:00,6902.25,6902.75,6902.25,6902.75,145
2026-01-01 23:25:00+00:00,6902.75,6903.5,6902.5,6903.5,192
2026-01-01 23:26:00+00:00,6903.25,6904.0,6903.0,6903.5,199
2026-01-01 23:27:00+00:00,6903.0,6903.5,6901.5,6902.25,197
2026-01-01 23:28:00+00:00,6902.5,6902.5,6901.5,6901.5,88
2026-01-01 23:29:00+00:00,6901.75,6902.0,6901.25,6901.5,81
2026-01-01 23:30:00+00:00,6901.5,6901.75,6900.25,6900.5,264
2026-01-01 23:31:00+00:00,6900.25,6902.75,6900.25,6902.25,237
2026-01-01 23:32:00+00:00,6902.25,6905.0,6901.75,6905.0,410
2026-01-01 23:33:00+00:00,6904.75,6905.0,6903.25,6903.75,214
2026-01-01 23:34:00+00:00,6903.75,6904.0,6903.25,6903.5,98
2026-01-01 23:35:00+00:00,6903.5,6904.5,6903.25,6903.25,124
2026-01-01 23:36:00+00:00,6903.5,6904.0,6903.5,6903.5,49
2026-01-01 23:37:00+00:00,6903.5,6903.75,6903.25,6903.75,37
2026-01-01 23:38:00+00:00,6903.75,6903.75,6903.0,6903.25,72
2026-01-01 23:39:00+00:00,6903.5,6903.5,6903.0,6903.5,22
2026-01-01 23:40:00+00:00,6903.25,6903.25,6902.0,6902.5,202
2026-01-01 23:41:00+00:00,6902.5,6903.0,6902.0,6902.0,66
2026-01-01 23:42:00+00:00,6901.75,6902.5,6901.5,6902.5,147
2026-01-01 23:43:00+00:00,6902.25,6903.0,6902.0,6903.0,205
