beta,alpha_daily,alpha_annual,correlation,r_squared,tracking_error,information_ratio,n_days
0.06680242898608035,0.13815261516113242,34.81445902060537,0.0943417578314401,0.008900367270726088,0.5812905396184529,3.7728203482838656,276
