entry_time,exit_time,direction,contracts,entry_price,exit_price,pnl,reason,stop_ticks,score,confidence,atr_ticks,vol_percentile
2020-08-13 18:30:00+00:00,2020-08-13 19:30:00+00:00,long,1,3366.75,3369.25,6.55,TIME_EXIT,48,0.44006635227096014,0.07199481743227387,14.0,0.79
2020-08-14 18:50:00+00:00,2020-08-14 19:50:00+00:00,long,1,3366.25,3361.25,-30.95,TIME_EXIT,48,0.4361094889829299,0.10455364599066241,9.071428571428571,0.24
2020-08-19 18:35:00+00:00,2020-08-19 19:35:00+00:00,long,1,3379.25,3378.5,-9.7,TIME_EXIT,48,0.43550713705799154,0.07614832814271655,12.5,1.0
2020-09-15 18:15:00+00:00,2020-09-15 19:15:00+00:00,long,1,3395.75,3386.5,-52.2,TIME_EXIT,48,0.43851440886881166,0.08908724754751318,11.285714285714286,0.01
2020-09-25 18:35:00+00:00,2020-09-25 19:35:00+00:00,long,1,3275.25,3285.0,42.8,TIME_EXIT,48,0.4401525922758189,0.0845549519371877,14.642857142857142,0.06
2020-09-28 18:40:00+00:00,2020-09-28 19:40:00+00:00,long,1,3346.0,3340.5,-33.45,TIME_EXIT,48,0.4427774196110711,0.11859201315577111,12.0,0.24
2020-10-05 18:45:00+00:00,2020-10-05 19:45:00+00:00,long,1,3385.5,3395.75,45.3,TIME_EXIT,48,0.4349463496991385,0.08375775277412412,10.428571428571429,0.24
2020-10-09 18:45:00+00:00,2020-10-09 19:45:00+00:00,long,1,3464.5,3463.75,-9.7,TIME_EXIT,48,0.4375025072820461,0.09301788563575303,11.285714285714286,0.51
2020-10-15 18:30:00+00:00,2020-10-15 19:30:00+00:00,long,1,3468.25,3475.75,31.55,TIME_EXIT,48,0.4368631357970202,0.0851668253261908,13.785714285714286,0.02
2020-10-16 18:40:00+00:00,2020-10-16 19:40:00+00:00,long,1,3497.0,3484.25,-69.7,CATASTOP,48,0.43712805225847184,0.09520326591549205,11.5,0.03
2020-10-23 18:50:00+00:00,2020-10-23 19:50:00+00:00,long,1,3447.75,3455.75,34.05,TIME_EXIT,48,0.4367779212519683,0.09246831827245966,9.857142857142858,0.02
2020-11-03 18:40:00+00:00,2020-11-03 19:40:00+00:00,long,1,3362.75,3362.75,-5.95,TIME_EXIT,48,0.4384261197474837,0.0805262819406411,15.071428571428571,0.02
2020-11-06 19:30:00+00:00,2020-11-06 20:30:00+00:00,long,1,3506.0,3502.0,-25.95,TIME_EXIT,48,0.43840098315685966,0.09197290088118826,11.428571428571429,0.01
2020-11-11 19:05:00+00:00,2020-11-11 19:50:00+00:00,long,1,3570.5,3551.75,-99.7,CATASTOP,48,0.43765963762664917,0.10729914638458843,11.0,0.02
2020-11-13 19:10:00+00:00,2020-11-13 20:10:00+00:00,long,1,3570.0,3575.0,19.05,TIME_EXIT,48,0.435394522712525,0.09210504597324809,11.928571428571429,0.09
2020-11-16 18:45:00+00:00,2020-11-16 19:45:00+00:00,long,1,3599.75,3610.25,46.55,TIME_EXIT,48,0.43516838991962165,0.0830608936441406,15.285714285714286,0.5
2020-11-16 19:50:00+00:00,2020-11-16 20:50:00+00:00,long,1,3610.25,3614.0,12.8,TIME_EXIT,48,0.4350170679029804,0.07552140160246623,14.357142857142858,0.61
2020-11-17 19:30:00+00:00,2020-11-17 20:20:00+00:00,long,1,3617.0,3604.0,-70.95,CATASTOP,48,0.4363030204150202,0.09511846946015923,12.285714285714286,0.17
2020-11-18 19:20:00+00:00,2020-11-18 20:20:00+00:00,long,1,3596.5,3595.25,-12.2,TIME_EXIT,48,0.43551833107820276,0.07471466937246052,13.928571428571429,0.51
2020-11-20 19:45:00+00:00,2020-11-20 20:45:00+00:00,long,1,3569.5,3566.25,-22.2,TIME_EXIT,48,0.4383667756858912,0.0828603281171093,10.571428571428571,0.19
2020-11-23 19:25:00+00:00,2020-11-23 20:25:00+00:00,long,1,3565.25,3577.5,55.3,TIME_EXIT,48,0.43763537433783095,0.0689651976502973,13.142857142857142,0.16
2020-11-24 19:10:00+00:00,2020-11-24 20:10:00+00:00,long,1,3633.0,3632.75,-7.2,TIME_EXIT,48,0.4351197002433501,0.09636385374493306,12.785714285714286,0.345
2020-11-25 19:40:00+00:00,2020-11-25 20:40:00+00:00,long,1,3623.75,3627.75,14.05,TIME_EXIT,48,0.43576560215945415,0.08074019774863339,12.142857142857142,0.35
2020-11-30 19:45:00+00:00,2020-11-30 20:45:00+00:00,long,1,3613.25,3615.5,5.3,TIME_EXIT,48,0.43762048751847354,0.08792999257870848,12.285714285714286,0.28
2020-12-01 19:35:00+00:00,2020-12-01 20:10:00+00:00,long,1,3671.5,3659.5,-65.95,CATASTOP,48,0.43629719507992776,0.1024163735326476,10.857142857142858,0.11
2020-12-10 19:10:00+00:00,2020-12-10 20:10:00+00:00,long,1,3665.75,3662.75,-20.95,TIME_EXIT,48,0.4372072484490844,0.06050564752585058,14.285714285714286,0.01
2020-12-16 19:35:00+00:00,2020-12-16 20:35:00+00:00,long,1,3687.0,3702.25,70.3,TIME_EXIT,48,0.43580790930035795,0.07216397445125877,12.785714285714286,0.46
2020-12-22 19:45:00+00:00,2020-12-22 20:45:00+00:00,long,1,3678.5,3676.5,-15.95,TIME_EXIT,48,0.4412440064308731,0.09201554343581902,10.285714285714286,0.15
2021-01-05 19:40:00+00:00,2021-01-05 20:30:00+00:00,long,1,3726.75,3714.25,-68.45,CATASTOP,48,0.4354789058256386,0.08785806721060235,13.571428571428571,0.1
2021-01-06 19:00:00+00:00,2021-01-06 19:25:00+00:00,long,1,3770.75,3751.25,-103.45,CATASTOP,48,0.43724035659220356,0.10345360875733745,15.071428571428571,0.43
2021-01-07 19:45:00+00:00,2021-01-07 20:45:00+00:00,long,1,3795.5,3800.25,17.8,TIME_EXIT,48,0.4353618672362755,0.10694900740917579,10.214285714285714,0.02
2021-01-11 19:05:00+00:00,2021-01-11 20:05:00+00:00,long,1,3795.5,3799.0,11.55,TIME_EXIT,48,0.4349494502385501,0.07943925861740969,13.0,0.2
2021-01-12 19:40:00+00:00,2021-01-12 20:40:00+00:00,long,1,3795.5,3793.25,-17.2,TIME_EXIT,48,0.4355289911328659,0.0719202097027411,13.571428571428571,0.31
2021-01-13 19:25:00+00:00,2021-01-13 20:25:00+00:00,long,1,3810.5,3803.25,-42.2,TIME_EXIT,48,0.43495189371359255,0.10088338153095772,10.857142857142858,0.01
2021-01-15 19:40:00+00:00,2021-01-15 20:40:00+00:00,long,1,3774.5,3768.25,-37.2,TIME_EXIT,48,0.43505166822013835,0.0738240496562047,14.428571428571429,0.51
2021-02-02 19:45:00+00:00,2021-02-02 20:45:00+00:00,long,1,3833.75,3827.25,-38.45,TIME_EXIT,48,0.43711808229672316,0.12184657759403694,10.571428571428571,0.09
2021-02-17 19:35:00+00:00,2021-02-17 20:35:00+00:00,long,1,3917.25,3927.25,44.05,TIME_EXIT,48,0.4359992531840923,0.08229885696460565,12.071428571428571,0.35
2021-02-24 19:00:00+00:00,2021-02-24 20:00:00+00:00,long,1,3921.5,3916.75,-29.7,TIME_EXIT,48,0.43696633958831255,0.09912599863814614,14.714285714285714,0.03
2021-03-01 18:50:00+00:00,2021-03-01 19:50:00+00:00,long,1,3898.25,3910.75,56.55,TIME_EXIT,48,0.43523808959108,0.11583583672040154,14.5,0.15
2021-03-09 19:30:00+00:00,2021-03-09 20:30:00+00:00,long,1,3892.75,3891.0,-14.7,TIME_EXIT,48,0.44401777027278494,0.10644352765522985,12.071428571428571,0.31
2021-03-11 18:50:00+00:00,2021-03-11 19:50:00+00:00,long,1,3949.0,3944.75,-27.2,TIME_EXIT,48,0.43927689701323896,0.0972481620246669,14.571428571428571,0.21
2021-03-18 18:20:00+00:00,2021-03-18 18:35:00+00:00,long,1,3938.75,3921.75,-90.95,CATASTOP,48,0.43824888473499496,0.06723238923902791,15.214285714285714,0.45
2021-03-19 18:10:00+00:00,2021-03-19 19:10:00+00:00,long,1,3915.0,3913.5,-13.45,TIME_EXIT,48,0.43738161468758757,0.08422522131082238,14.642857142857142,0.05
2021-03-23 18:30:00+00:00,2021-03-23 19:00:00+00:00,long,1,3923.0,3909.0,-75.95,CATASTOP,48,0.4353575542907652,0.06958596283786661,15.357142857142858,0.68
2021-03-26 17:45:00+00:00,2021-03-26 18:15:00+00:00,long,1,3925.25,3908.0,-92.2,CATASTOP,48,0.4376168069547649,0.10351471681021163,13.0,0.1
2021-03-30 18:25:00+00:00,2021-03-30 19:25:00+00:00,long,1,3947.5,3954.5,29.05,TIME_EXIT,48,0.43570568148266653,0.07271155750538622,13.642857142857142,0.04
2021-03-31 18:45:00+00:00,2021-03-31 19:45:00+00:00,long,1,3976.5,3969.75,-39.7,TIME_EXIT,48,0.44270199665352566,0.10616019911893304,11.0,0.33
2021-04-15 18:50:00+00:00,2021-04-15 19:50:00+00:00,long,1,4160.5,4163.75,10.3,TIME_EXIT,48,0.4354971754622634,0.1144181854444099,9.071428571428571,0.06
2021-04-20 18:40:00+00:00,2021-04-20 19:40:00+00:00,long,1,4115.25,4126.75,51.55,TIME_EXIT,48,0.4357581658953034,0.06175482250662662,12.071428571428571,0.11
2021-04-28 18:35:00+00:00,2021-04-28 19:35:00+00:00,long,1,4180.0,4182.5,6.55,TIME_EXIT,48,0.43532163399611584,0.07436176819281348,13.071428571428571,0.5
2021-04-30 18:30:00+00:00,2021-04-30 19:30:00+00:00,long,1,4172.75,4178.25,21.55,TIME_EXIT,48,0.4361833117710227,0.06448083592657916,13.714285714285714,0.35
2021-05-05 18:50:00+00:00,2021-05-05 19:25:00+00:00,long,1,4172.75,4155.5,-92.2,CATASTOP,48,0.43538770403847027,0.09796317233028373,10.714285714285714,0.3
2021-05-06 18:20:00+00:00,2021-05-06 19:20:00+00:00,long,1,4168.25,4169.5,0.2999999999999998,TIME_EXIT,48,0.4469452027040722,0.08342989196341977,15.285714285714286,0.22
2021-05-07 18:10:00+00:00,2021-05-07 19:10:00+00:00,long,1,4221.5,4227.0,21.55,TIME_EXIT,48,0.43636491183275555,0.09173504315245662,11.928571428571429,0.13
2021-05-10 18:20:00+00:00,2021-05-10 18:45:00+00:00,long,1,4208.5,4196.5,-65.95,CATASTOP,48,0.4351582247425937,0.07622887178168142,12.5,0.69
