entry_time,exit_time,direction,contracts,entry_price,exit_price,pnl,reason,stop_ticks,score,confidence
2020-11-05 19:40:00+00:00,2020-11-05 20:40:00+00:00,long,1,3513.25,3502.25,-60.95,TIME_EXIT,48,0.45269690061648193,0.08913988328909112
2020-11-06 15:15:00+00:00,2020-11-06 16:15:00+00:00,long,1,3494.5,3497.5,9.05,TIME_EXIT,48,0.4362130327654283,0.05591456480271473
2020-11-06 17:00:00+00:00,2020-11-06 18:00:00+00:00,long,1,3502.75,3503.25,-3.45,TIME_EXIT,48,0.4355391172130134,0.06966000183641469
2020-11-06 19:30:00+00:00,2020-11-06 20:30:00+00:00,long,1,3506.0,3502.0,-25.95,TIME_EXIT,48,0.43840098315685966,0.09197290088118826
2020-11-09 14:35:00+00:00,2020-11-09 15:35:00+00:00,short,1,3638.25,3612.5,122.8,TIME_EXIT,48,0.5233190453171059,0.05635047224706552
2020-11-10 14:35:00+00:00,2020-11-10 14:40:00+00:00,long,1,3538.25,3522.5,-84.7,CATASTOP,48,0.4444484744062111,0.06492100447468613
2020-11-10 18:30:00+00:00,2020-11-10 19:30:00+00:00,long,1,3528.75,3540.5,52.8,TIME_EXIT,48,0.44631466631836975,0.05568171064550925
2020-11-10 19:45:00+00:00,2020-11-10 20:45:00+00:00,long,1,3543.5,3546.0,6.55,TIME_EXIT,48,0.46426824879509515,0.050579541318637344
2020-11-11 14:35:00+00:00,2020-11-11 15:35:00+00:00,long,1,3562.5,3561.75,-9.7,TIME_EXIT,48,0.4409347221968881,0.06744859968029254
2020-11-11 19:05:00+00:00,2020-11-11 19:50:00+00:00,long,1,3570.5,3551.75,-99.7,CATASTOP,48,0.43765963762664917,0.10729914638458843
2020-11-12 18:20:00+00:00,2020-11-12 19:20:00+00:00,long,1,3526.75,3525.5,-12.2,TIME_EXIT,48,0.4365368496825014,0.07794243370492893
2020-11-13 14:35:00+00:00,2020-11-13 15:35:00+00:00,long,1,3558.75,3557.25,-13.45,TIME_EXIT,48,0.4353391319622334,0.058084692443559405
2020-11-13 19:10:00+00:00,2020-11-13 20:10:00+00:00,long,1,3570.0,3575.0,19.05,TIME_EXIT,48,0.435394522712525,0.09210504597324809
2020-11-16 15:25:00+00:00,2020-11-16 16:25:00+00:00,long,1,3608.25,3621.75,61.55,TIME_EXIT,48,0.4353411035741475,0.0796322814099093
2020-11-16 18:45:00+00:00,2020-11-16 19:45:00+00:00,long,1,3599.75,3610.25,46.55,TIME_EXIT,48,0.43516838991962165,0.0830608936441406
2020-11-16 19:50:00+00:00,2020-11-16 20:50:00+00:00,long,1,3610.25,3614.0,12.8,TIME_EXIT,48,0.4350170679029804,0.07552140160246623
2020-11-17 19:30:00+00:00,2020-11-17 20:20:00+00:00,long,1,3617.0,3604.0,-70.95,CATASTOP,48,0.4363030204150202,0.09511846946015923
2020-11-18 19:20:00+00:00,2020-11-18 20:20:00+00:00,long,1,3596.5,3595.25,-12.2,TIME_EXIT,48,0.43551833107820276,0.07471466937246052
2020-11-20 19:45:00+00:00,2020-11-20 20:45:00+00:00,long,1,3569.5,3566.25,-22.2,TIME_EXIT,48,0.4383667756858912,0.0828603281171093
2020-11-23 19:25:00+00:00,2020-11-23 20:25:00+00:00,long,1,3565.25,3577.5,55.3,TIME_EXIT,48,0.43763537433783095,0.0689651976502973
2020-11-24 19:10:00+00:00,2020-11-24 20:10:00+00:00,long,1,3633.0,3632.75,-7.2,TIME_EXIT,48,0.4351197002433501,0.09636385374493306
2020-11-25 19:40:00+00:00,2020-11-25 20:40:00+00:00,long,1,3623.75,3627.75,14.05,TIME_EXIT,48,0.43576560215945415,0.08074019774863339
2020-11-30 19:45:00+00:00,2020-11-30 20:45:00+00:00,long,1,3613.25,3615.5,5.3,TIME_EXIT,48,0.43762048751847354,0.08792999257870848
2020-12-01 14:35:00+00:00,2020-12-01 15:35:00+00:00,long,1,3657.0,3666.0,39.05,TIME_EXIT,48,0.43506980027107195,0.06638508016262468
2020-12-01 19:35:00+00:00,2020-12-01 20:10:00+00:00,long,1,3671.5,3659.5,-65.95,CATASTOP,48,0.43629719507992776,0.1024163735326476
2020-12-09 18:40:00+00:00,2020-12-09 19:40:00+00:00,long,1,3670.0,3666.75,-22.2,TIME_EXIT,48,0.43783020873306294,0.06593612741903965
2020-12-10 15:05:00+00:00,2020-12-10 16:05:00+00:00,long,1,3671.75,3673.75,4.05,TIME_EXIT,48,0.4369119518866357,0.057247343916392246
2020-12-10 19:10:00+00:00,2020-12-10 20:10:00+00:00,long,1,3665.75,3662.75,-20.95,TIME_EXIT,48,0.4372072484490844,0.06050564752585058
2020-12-11 15:30:00+00:00,2020-12-11 15:40:00+00:00,long,1,3656.25,3644.0,-67.2,CATASTOP,48,0.4379499771476099,0.0606610817065979
2020-12-11 19:15:00+00:00,2020-12-11 20:15:00+00:00,long,1,3648.75,3654.5,22.8,TIME_EXIT,48,0.44142579605853605,0.06468554472362653
2020-12-14 14:35:00+00:00,2020-12-14 15:35:00+00:00,long,1,3679.75,3687.5,32.8,TIME_EXIT,48,0.4487196087864052,0.066535633970569
2020-12-14 19:10:00+00:00,2020-12-14 20:10:00+00:00,long,1,3661.25,3657.5,-24.7,TIME_EXIT,48,0.43736677090523957,0.05550444713934888
2020-12-16 19:35:00+00:00,2020-12-16 20:35:00+00:00,long,1,3687.0,3702.25,70.3,TIME_EXIT,48,0.43580790930035795,0.07216397445125877
2020-12-21 14:35:00+00:00,2020-12-21 15:05:00+00:00,long,1,3656.0,3634.75,-112.2,CATASTOP,48,0.4356514730675602,0.05246839766012501
