timestamp,action,direction,contracts,price,order_id,prediction_score,reason,pnl_usd,stop_order_id,target_order_id,cancelled_order_id
2026-01-20 09:50:00-06:00,ENTRY,LONG,1,6889.75,2269956355,0.743951317032893,,,,,
2026-01-20 10:20:00-06:00,ENTRY,LONG,1,6887.0,2270432685,0.7500935177984286,,,,,
2026-01-20 10:25:00-06:00,ENTRY,LONG,1,6895.5,2270520293,0.6627590763252728,,,,,
2026-01-20 10:50:00-06:00,ENTRY,LONG,1,6882.0,2270869196,0.8175799201356168,,,,,
2026-01-20 10:55:00-06:00,ENTRY,LONG,1,6894.0,2270893836,0.695236239442577,,,,,
2026-01-20 11:05:00-06:00,ENTRY,LONG,1,6886.25,2270989920,0.8355839529503206,,,,,
2026-01-20 11:20:00-06:00,ENTRY,LONG,1,6879.5,2271115922,0.7489806626142568,,,,,
2026-01-20 11:30:00-06:00,EXIT,,1,6872.75,2269956355,,direction_change_LONG_to_SHORT,-88.74,,,
2026-01-20 11:30:00-06:00,EXIT,,1,6872.75,2270432685,,direction_change_LONG_to_SHORT,-74.99,,,
2026-01-20 11:30:00-06:00,EXIT,,1,6872.75,2270520293,,direction_change_LONG_to_SHORT,-117.49,,,
2026-01-20 11:30:00-06:00,EXIT,,1,6872.75,2270869196,,direction_change_LONG_to_SHORT,-49.99,,,
2026-01-20 11:30:00-06:00,EXIT,,1,6872.75,2270893836,,direction_change_LONG_to_SHORT,-109.99,,,
2026-01-20 11:30:00-06:00,EXIT,,1,6872.75,2270989920,,direction_change_LONG_to_SHORT,-71.24,,,
2026-01-20 11:30:00-06:00,EXIT,,1,6872.75,2271115922,,direction_change_LONG_to_SHORT,-37.49,,,
2026-01-20 12:30:00-06:00,ENTRY,LONG,1,6854.75,2271700431,0.6923258997510924,,,,,
2026-01-20 13:30:00-06:00,EXIT,,1,6830.75,2271700431,,stop,-123.74,2271700476,2271700496,2271700496
2026-01-21 08:45:00-06:00,ENTRY,LONG,1,6867.75,2278030208,0.7825696450578725,,,,,
2026-01-21 08:55:00-06:00,ENTRY,LONG,1,6881.25,2278259618,0.6975858390837792,,,,,
2026-01-21 09:25:00-06:00,ENTRY,LONG,1,6887.0,2278952762,0.7372523985448838,,,,,
