entry_time,exit_time,direction,contracts,entry_price,exit_price,pnl,exit_reason,duration_minutes
2026-01-12 08:30:00-06:00,2026-01-12 08:40:00-06:00,LONG,1,6981.75,6992.5,50.01,target,10.0
2026-01-12 08:35:00-06:00,2026-01-12 08:55:00-06:00,LONG,1,6990.0,7002.0,56.26,target,20.0
2026-01-12 08:45:00-06:00,2026-01-12 10:05:00-06:00,LONG,1,6993.5,7007.0,63.76,target,80.0
2026-01-12 09:40:00-06:00,2026-01-12 10:15:00-06:00,LONG,1,6997.25,7009.5,57.51,target,35.0
2026-01-12 09:45:00-06:00,2026-01-12 10:15:00-06:00,LONG,1,6998.25,7009.75,53.76,target,30.0
2026-01-12 09:05:00-06:00,2026-01-12 10:45:00-06:00,LONG,1,6995.5,7011.0,73.76,target,100.0
2026-01-12 08:50:00-06:00,2026-01-12 10:55:00-06:00,LONG,1,6997.75,7012.25,68.76,target,125.0
2026-01-12 09:00:00-06:00,2026-01-12 10:55:00-06:00,LONG,1,6996.75,7012.0,72.51,target,115.0
2026-01-12 09:10:00-06:00,2026-01-12 10:55:00-06:00,LONG,1,6996.5,7012.25,75.01,target,105.0
2026-01-12 09:30:00-06:00,2026-01-12 10:55:00-06:00,LONG,1,6995.0,7012.0,81.26,target,85.0
2026-01-12 09:50:00-06:00,2026-01-12 10:55:00-06:00,LONG,1,7001.25,7012.25,51.26,target,65.0
2026-01-12 10:00:00-06:00,2026-01-12 10:55:00-06:00,LONG,1,7002.5,7012.25,45.01,target,55.0
2026-01-12 10:50:00-06:00,2026-01-12 11:15:00-06:00,LONG,1,7011.0,7007.25,-22.490000000000002,stop,25.0
2026-01-12 11:00:00-06:00,2026-01-12 11:15:00-06:00,LONG,1,7010.75,7007.25,-21.240000000000002,stop,15.0
2026-01-12 11:10:00-06:00,2026-01-12 11:15:00-06:00,LONG,1,7010.0,7006.5,-21.240000000000002,stop,5.0
2026-01-12 11:05:00-06:00,2026-01-12 11:35:00-06:00,LONG,1,7008.0,7004.5,-21.240000000000002,stop,30.0
2026-01-12 11:20:00-06:00,2026-01-12 11:35:00-06:00,LONG,1,7008.25,7004.75,-21.240000000000002,stop,15.0
2026-01-12 11:25:00-06:00,2026-01-12 11:35:00-06:00,LONG,1,7009.5,7006.0,-21.240000000000002,stop,10.0
2026-01-12 09:15:00-06:00,2026-01-12 12:00:00-06:00,LONG,1,6997.75,7013.75,76.26,target,165.0
2026-01-12 09:55:00-06:00,2026-01-12 12:00:00-06:00,LONG,1,7003.0,7013.75,50.01,target,125.0
2026-01-12 11:30:00-06:00,2026-01-12 12:00:00-06:00,LONG,1,7007.5,7014.0,28.759999999999998,target,30.0
2026-01-12 09:35:00-06:00,2026-01-12 12:05:00-06:00,LONG,1,6997.75,7014.5,80.01,target,150.0
2026-01-12 09:20:00-06:00,2026-01-12 12:20:00-06:00,LONG,1,6999.0,7015.5,78.76,target,180.0
2026-01-12 09:25:00-06:00,2026-01-12 12:20:00-06:00,LONG,1,6999.25,7016.0,80.01,target,175.0
2026-01-12 10:25:00-06:00,2026-01-12 12:20:00-06:00,LONG,1,7006.25,7015.25,41.26,target,115.0
2026-01-12 10:20:00-06:00,2026-01-12 12:45:00-06:00,LONG,1,7008.0,7017.25,42.51,target,145.0
2026-01-12 10:10:00-06:00,2026-01-12 12:50:00-06:00,LONG,1,7008.75,7018.0,42.51,target,160.0
