timestamp,score,executed,direction,reason
2026-01-20 09:50:00-06:00,0.743951317032893,True,LONG,executed
2026-01-20 10:20:00-06:00,0.7500935177984286,True,LONG,executed
2026-01-20 10:25:00-06:00,0.6627590763252728,True,LONG,executed
2026-01-20 10:50:00-06:00,0.8175799201356168,True,LONG,executed
2026-01-20 10:55:00-06:00,0.695236239442577,True,LONG,executed
2026-01-20 11:05:00-06:00,0.8355839529503206,True,LONG,executed
2026-01-20 11:20:00-06:00,0.7489806626142568,True,LONG,executed
2026-01-20 11:30:00-06:00,0.8238725220735686,False,SHORT,direction_changed_awaiting_confirmation
2026-01-20 11:45:00-06:00,0.6521159357984514,False,SHORT,risk_consecutive_losses
2026-01-20 12:30:00-06:00,0.6923258997510924,True,LONG,executed
2026-01-20 13:30:00-06:00,0.5196803372409133,False,LONG,risk_min_time
2026-01-21 08:45:00-06:00,0.7825696450578725,True,LONG,executed
2026-01-21 08:55:00-06:00,0.6975858390837792,True,LONG,executed
2026-01-21 09:25:00-06:00,0.7372523985448838,True,LONG,executed
