timestamp,action,direction,contracts,price,order_id,prediction_score,reason,pnl_usd,stop_order_id,target_order_id,cancelled_order_id
2026-01-21 13:25:00-06:00,ENTRY,LONG,1,6901.5,2281714991,0.48320518761685605,,,,,
2026-01-21 14:05:00-06:00,EXIT,,1,6933.5,2281714991,,target,156.26,2281715063,2281715084,2281715063
2026-01-22 08:30:00-06:00,ENTRY,LONG,1,6956.5,2286530356,0.8345138788251099,,,,,
2026-01-22 08:45:00-06:00,ENTRY,LONG,1,6935.5,2287182849,0.8205655169551153,,,,,
2026-01-22 09:30:00-06:00,ENTRY,LONG,1,6945.25,2288424336,0.7305643213009847,,,,,
2026-01-22 10:05:00-06:00,EXIT,,1,6950.75,2286530356,,direction_change_LONG_to_SHORT,-32.49,,,
2026-01-22 10:05:00-06:00,EXIT,,1,6950.75,2287182849,,direction_change_LONG_to_SHORT,72.51,,,
2026-01-22 10:05:00-06:00,EXIT,,1,6950.75,2288424336,,direction_change_LONG_to_SHORT,23.759999999999998,,,
2026-01-22 10:30:00-06:00,ENTRY,SHORT,1,6955.5,2289366455,0.7437263514636119,,,,,
2026-01-22 10:50:00-06:00,ENTRY,SHORT,1,6959.25,2289595650,0.7952694619089525,,,,,
2026-01-22 10:55:00-06:00,ENTRY,SHORT,1,6954.25,2289630178,0.8384775696800365,,,,,
2026-01-22 11:05:00-06:00,ENTRY,SHORT,1,6960.75,2289760556,0.7088856156093771,,,,,
2026-01-22 11:30:00-06:00,ENTRY,SHORT,1,6965.25,2290000565,0.7257840751443794,,,,,
2026-01-22 11:50:00-06:00,ENTRY,SHORT,1,6966.5,2290164041,0.5960002326378727,,,,,
2026-01-22 12:25:00-06:00,ENTRY,SHORT,1,6961.75,2290451564,0.6790107335437927,,,,,
2026-01-22 12:55:00-06:00,ENTRY,SHORT,1,6957.25,2290651984,0.37241765088164125,,,,,
2026-01-22 13:00:00-06:00,EXIT,,1,6962.75,2289366455,,direction_change_SHORT_to_LONG,-39.99,,,
2026-01-22 13:00:00-06:00,EXIT,,1,6962.75,2289595650,,direction_change_SHORT_to_LONG,-21.240000000000002,,,
2026-01-22 13:00:00-06:00,EXIT,,1,6962.75,2289630178,,direction_change_SHORT_to_LONG,-46.24,,,
2026-01-22 13:00:00-06:00,EXIT,,1,6962.75,2289760556,,direction_change_SHORT_to_LONG,-13.74,,,
2026-01-22 13:00:00-06:00,EXIT,,1,6962.75,2290000565,,direction_change_SHORT_to_LONG,8.76,,,
2026-01-22 13:00:00-06:00,EXIT,,1,6962.75,2290164041,,direction_change_SHORT_to_LONG,15.01,,,
2026-01-22 13:00:00-06:00,EXIT,,1,6962.75,2290451564,,direction_change_SHORT_to_LONG,-8.74,,,
2026-01-22 13:00:00-06:00,EXIT,,1,6962.75,2290651984,,direction_change_SHORT_to_LONG,-31.240000000000002,,,
