entry_time,exit_time,direction,contracts,entry_price,exit_price,pnl,exit_reason,duration_minutes
2026-09-08 17:44:30.968443,2026-09-08 17:54:30.968443,LONG,1,4000.0,4009.7762397639062,48.881198819530795,target,10.0
2026-09-08 17:45:30.968471,2026-09-08 17:55:30.968471,LONG,1,4000.0,4012.637804369379,63.18902184689384,target,10.0
2026-09-08 17:46:30.968484,2026-09-08 17:56:30.968484,LONG,1,4000.0,4012.5580825844004,62.79041292200138,target,10.0
2026-09-08 17:47:30.968495,2026-09-08 17:57:30.968495,LONG,1,4000.0,3994.0210305696132,-29.894847151934734,stop,10.0
2026-09-08 17:48:30.968508,2026-09-08 17:58:30.968508,LONG,1,4000.0,4010.838243731953,54.19121865976485,target,10.0
2026-09-08 17:49:30.968521,2026-09-08 17:59:30.968521,LONG,1,4000.0,4010.9496603856437,54.748301928218524,target,10.0
2026-09-08 17:50:30.968533,2026-09-08 18:00:30.968533,LONG,1,4000.0,4006.774901974613,33.874509873063985,target,10.0
2026-09-08 17:51:30.968547,2026-09-08 18:01:30.968547,LONG,1,4000.0,4013.900739364794,69.50369682396904,target,10.0
2026-09-08 17:52:30.968561,2026-09-08 18:02:30.968561,LONG,1,4000.0,3991.1439078716476,-44.280460641762346,stop,10.0
2026-09-08 17:53:30.968573,2026-09-08 18:03:30.968573,LONG,1,4000.0,4010.5151863257615,52.57593162880828,target,10.0
2026-09-08 17:54:30.968585,2026-09-08 18:04:30.968585,LONG,1,4000.0,4010.7410500781516,53.70525039075749,target,10.0
2026-09-08 17:55:30.968596,2026-09-08 18:05:30.968596,LONG,1,4000.0,4013.195440933825,65.97720466912608,target,10.0
2026-09-08 17:56:30.968606,2026-09-08 18:06:30.968606,LONG,1,4000.0,3992.2444383304455,-38.7778083477732,stop,10.0
2026-09-08 17:57:30.968617,2026-09-08 18:07:30.968617,LONG,1,4000.0,4010.969128675815,54.84564337907547,target,10.0
2026-09-08 17:58:30.968627,2026-09-08 18:08:30.968627,LONG,1,4000.0,4010.799492299788,53.99746149894088,target,10.0
2026-09-08 17:59:30.968638,2026-09-08 18:09:30.968638,LONG,1,4000.0,4013.894879642093,69.47439821046639,target,10.0
2026-09-08 18:00:30.968649,2026-09-08 18:10:30.968649,LONG,1,4000.0,3989.9568956106486,-50.21552194675598,stop,10.0
2026-09-08 18:01:30.968660,2026-09-08 18:11:30.968660,LONG,1,4000.0,4011.676489227205,58.38244613602479,target,10.0
2026-09-08 18:02:30.968671,2026-09-08 18:12:30.968671,LONG,1,4000.0,4011.541099092336,57.705495461680435,target,10.0
2026-09-08 18:03:30.968682,2026-09-08 18:13:30.968682,LONG,1,4000.0,3992.778697826512,-36.106510867438764,stop,10.0
2026-09-08 18:04:30.968707,2026-09-08 18:14:30.968707,LONG,5,4000.0,4017.5566260831047,438.915652077622,target,10.0
2026-09-08 18:05:30.968728,2026-09-08 18:15:30.968728,LONG,5,4000.0,4014.3872794485646,359.6819862141159,target,10.0
2026-09-08 18:06:30.968748,2026-09-08 18:16:30.968748,LONG,5,4000.0,3992.4372766321076,-189.06808419730686,stop,10.0
2026-09-08 18:07:30.968767,2026-09-08 18:17:30.968767,LONG,5,4000.0,3993.763522077897,-155.91194805256947,stop,10.0
2026-09-08 18:08:30.968786,2026-09-08 18:18:30.968786,LONG,5,4000.0,4009.98182931427,249.54573285674462,target,10.0
