entry_time,exit_time,direction,contracts,entry_price,exit_price,pnl,exit_reason,duration_minutes
2025-12-01 19:05:00+00:00,2025-12-01 19:15:00+00:00,LONG,1,6846.0,6841.0,-28.740000000000002,stop,10.0
2025-12-01 19:30:00+00:00,2025-12-02 14:30:00+00:00,SHORT,1,6830.75,6837.0,-34.99,stop,1140.0
2025-12-08 15:35:00+00:00,2025-12-08 15:55:00+00:00,LONG,1,6868.75,6857.5,-59.99,stop,20.0
2025-12-08 17:00:00+00:00,2025-12-08 18:00:00+00:00,SHORT,1,6849.5,6857.75,-44.99,stop,60.0
2025-12-08 18:30:00+00:00,2025-12-09 14:30:00+00:00,SHORT,1,6847.0,6855.0,-43.74,stop,1200.0
2025-12-09 20:40:00+00:00,2025-12-10 14:30:00+00:00,SHORT,1,6852.5,6844.75,35.01,target,1070.0
2025-12-10 14:45:00+00:00,2025-12-10 15:40:00+00:00,SHORT,1,6847.75,6834.75,61.26,target,55.0
2025-12-10 15:45:00+00:00,2025-12-10 16:20:00+00:00,SHORT,1,6841.5,6851.5,-53.74,stop,35.0
2025-12-10 16:25:00+00:00,2025-12-10 19:00:00+00:00,SHORT,1,6852.25,6862.5,-54.99,stop,155.0
2025-12-11 14:50:00+00:00,2025-12-11 15:10:00+00:00,SHORT,1,6848.75,6864.0,-79.99,stop,20.0
2025-12-12 15:35:00+00:00,2025-12-12 15:50:00+00:00,SHORT,1,6854.0,6869.25,-79.99,stop,15.0
2025-12-12 16:00:00+00:00,2025-12-12 16:40:00+00:00,SHORT,1,6836.5,6806.5,146.26,target,40.0
2025-12-12 16:45:00+00:00,2025-12-12 17:10:00+00:00,SHORT,1,6814.25,6834.0,-102.49,stop,25.0
2025-12-12 17:35:00+00:00,2025-12-12 17:50:00+00:00,SHORT,1,6830.0,6844.25,-74.99,stop,15.0
2025-12-12 17:55:00+00:00,2025-12-12 18:15:00+00:00,SHORT,1,6842.5,6855.5,-68.74,stop,20.0
2025-12-16 16:15:00+00:00,2025-12-16 20:35:00+00:00,SHORT,1,6843.75,6863.5,-102.49,stop,260.0
2025-12-17 14:40:00+00:00,2025-12-17 15:40:00+00:00,SHORT,1,6855.75,6837.0,90.01,target,60.0
2025-12-17 16:00:00+00:00,2025-12-17 20:55:00+00:00,SHORT,1,6810.75,6780.5,147.51,target,295.0
2025-12-18 14:35:00+00:00,2025-12-18 15:30:00+00:00,SHORT,1,6836.5,6852.75,-84.99,stop,55.0
2025-12-18 17:05:00+00:00,2025-12-18 17:10:00+00:00,SHORT,1,6848.75,6834.25,68.76,target,5.0
2025-12-18 17:20:00+00:00,2025-12-18 17:40:00+00:00,SHORT,1,6823.5,6835.25,-62.49,stop,20.0
2025-12-18 17:45:00+00:00,2025-12-18 19:55:00+00:00,SHORT,1,6848.0,6822.5,123.76,target,130.0
