entry_time,exit_time,direction,contracts,entry_price,exit_price,pnl,exit_reason,duration_minutes
2026-01-02 03:05:00+00:00,2026-01-02 03:40:00+00:00,LONG,1,6919.0,6922.75,15.01,target,35.0
2026-01-02 03:15:00+00:00,2026-01-02 03:40:00+00:00,LONG,1,6919.5,6923.0,13.76,target,25.0
2026-01-02 03:20:00+00:00,2026-01-02 03:40:00+00:00,LONG,1,6919.75,6923.0,12.51,target,20.0
2026-01-02 03:30:00+00:00,2026-01-02 03:40:00+00:00,LONG,1,6919.75,6923.0,12.51,target,10.0
2026-01-02 03:10:00+00:00,2026-01-02 03:50:00+00:00,LONG,1,6919.5,6923.25,15.01,target,40.0
2026-01-02 03:25:00+00:00,2026-01-02 03:50:00+00:00,LONG,1,6920.25,6923.5,12.51,target,25.0
2026-01-02 03:35:00+00:00,2026-01-02 04:25:00+00:00,LONG,1,6921.25,6924.5,12.51,target,50.0
2026-01-02 04:20:00+00:00,2026-01-02 04:30:00+00:00,LONG,1,6924.0,6922.0,-13.74,stop,10.0
2026-01-02 03:55:00+00:00,2026-01-02 04:35:00+00:00,LONG,1,6923.5,6921.5,-13.74,stop,40.0
2026-01-02 04:10:00+00:00,2026-01-02 04:35:00+00:00,LONG,1,6923.5,6921.5,-13.74,stop,25.0
2026-01-02 04:15:00+00:00,2026-01-02 04:35:00+00:00,LONG,1,6923.75,6921.75,-13.74,stop,20.0
2026-01-02 03:45:00+00:00,2026-01-02 05:00:00+00:00,LONG,1,6922.75,6920.75,-13.74,stop,75.0
2026-01-02 04:00:00+00:00,2026-01-02 05:00:00+00:00,LONG,1,6922.75,6920.75,-13.74,stop,60.0
2026-01-02 04:05:00+00:00,2026-01-02 05:00:00+00:00,LONG,1,6923.25,6921.25,-13.74,stop,55.0
2026-01-02 04:40:00+00:00,2026-01-02 05:00:00+00:00,LONG,1,6923.5,6921.25,-14.99,stop,20.0
2026-01-02 04:45:00+00:00,2026-01-02 05:00:00+00:00,LONG,1,6923.0,6921.0,-13.74,stop,15.0
2026-01-02 04:50:00+00:00,2026-01-02 05:00:00+00:00,LONG,1,6922.75,6920.75,-13.74,stop,10.0
2026-01-02 04:55:00+00:00,2026-01-02 05:00:00+00:00,LONG,1,6922.25,6920.25,-13.74,stop,5.0
2026-01-05 09:00:00+00:00,2026-01-05 09:20:00+00:00,LONG,1,6918.75,6914.25,-26.240000000000002,stop,20.0
2026-01-05 08:40:00+00:00,2026-01-05 09:25:00+00:00,LONG,1,6917.75,6913.5,-24.990000000000002,stop,45.0
2026-01-05 08:45:00+00:00,2026-01-05 09:25:00+00:00,LONG,1,6917.75,6913.5,-24.990000000000002,stop,40.0
2026-01-05 08:50:00+00:00,2026-01-05 09:25:00+00:00,LONG,1,6916.5,6912.25,-24.990000000000002,stop,35.0
2026-01-05 08:55:00+00:00,2026-01-05 09:25:00+00:00,LONG,1,6916.25,6912.0,-24.990000000000002,stop,30.0
2026-01-05 09:05:00+00:00,2026-01-05 09:25:00+00:00,LONG,1,6918.5,6914.0,-26.240000000000002,stop,20.0
2026-01-05 09:10:00+00:00,2026-01-05 09:25:00+00:00,LONG,1,6918.25,6913.75,-26.240000000000002,stop,15.0
2026-01-05 09:15:00+00:00,2026-01-05 09:25:00+00:00,LONG,1,6917.75,6913.25,-26.240000000000002,stop,10.0
2026-01-05 23:05:00+00:00,2026-01-05 23:15:00+00:00,LONG,1,6946.75,6944.0,-17.490000000000002,stop,10.0
2026-01-05 23:10:00+00:00,2026-01-05 23:15:00+00:00,LONG,1,6946.5,6944.0,-16.240000000000002,stop,5.0
2026-01-05 23:00:00+00:00,2026-01-05 23:30:00+00:00,LONG,1,6946.25,6943.0,-19.990000000000002,stop,30.0
2026-01-05 23:20:00+00:00,2026-01-05 23:30:00+00:00,LONG,1,6945.5,6942.75,-17.490000000000002,stop,10.0
2026-01-05 23:25:00+00:00,2026-01-05 23:30:00+00:00,LONG,1,6946.0,6943.25,-17.490000000000002,stop,5.0
2026-01-06 23:00:00+00:00,2026-01-06 23:20:00+00:00,LONG,1,6990.25,6987.5,-17.490000000000002,stop,20.0
2026-01-06 23:05:00+00:00,2026-01-06 23:20:00+00:00,LONG,1,6989.75,6987.25,-16.240000000000002,stop,15.0
2026-01-06 23:10:00+00:00,2026-01-06 23:35:00+00:00,LONG,1,6988.75,6986.5,-14.99,stop,25.0
2026-01-06 23:15:00+00:00,2026-01-06 23:40:00+00:00,LONG,1,6988.5,6986.25,-14.99,stop,25.0
2026-01-07 00:50:00+00:00,2026-01-07 01:15:00+00:00,LONG,1,6989.75,6986.75,-18.740000000000002,stop,25.0
2026-01-06 23:25:00+00:00,2026-01-07 01:20:00+00:00,LONG,1,6988.25,6986.0,-14.99,stop,115.0
2026-01-07 00:00:00+00:00,2026-01-07 01:20:00+00:00,LONG,1,6989.5,6986.5,-18.740000000000002,stop,80.0
2026-01-07 00:05:00+00:00,2026-01-07 01:20:00+00:00,LONG,1,6989.5,6986.5,-18.740000000000002,stop,75.0
2026-01-07 00:20:00+00:00,2026-01-07 01:20:00+00:00,LONG,1,6988.5,6986.0,-16.240000000000002,stop,60.0
2026-01-07 00:25:00+00:00,2026-01-07 01:20:00+00:00,LONG,1,6989.25,6986.5,-17.490000000000002,stop,55.0
2026-01-07 01:05:00+00:00,2026-01-07 01:20:00+00:00,LONG,1,6988.75,6986.0,-17.490000000000002,stop,15.0
2026-01-07 01:10:00+00:00,2026-01-07 01:20:00+00:00,LONG,1,6989.0,6986.5,-16.240000000000002,stop,10.0
2026-01-06 23:30:00+00:00,2026-01-07 02:05:00+00:00,LONG,1,6987.0,6990.75,15.01,target,155.0
2026-01-06 23:45:00+00:00,2026-01-07 02:05:00+00:00,LONG,1,6987.0,6991.0,16.259999999999998,target,140.0
2026-01-06 23:55:00+00:00,2026-01-07 02:05:00+00:00,LONG,1,6986.75,6991.0,17.509999999999998,target,130.0
2026-01-06 23:50:00+00:00,2026-01-07 04:00:00+00:00,LONG,1,6988.25,6985.75,-16.240000000000002,stop,250.0
2026-01-07 00:10:00+00:00,2026-01-07 04:00:00+00:00,LONG,1,6988.5,6985.75,-17.490000000000002,stop,230.0
2026-01-07 00:15:00+00:00,2026-01-07 04:00:00+00:00,LONG,1,6988.0,6985.25,-17.490000000000002,stop,225.0
2026-01-07 00:30:00+00:00,2026-01-07 04:00:00+00:00,LONG,1,6988.25,6985.5,-17.490000000000002,stop,210.0
2026-01-07 00:45:00+00:00,2026-01-07 04:00:00+00:00,LONG,1,6988.0,6985.25,-17.490000000000002,stop,195.0
2026-01-07 00:55:00+00:00,2026-01-07 04:00:00+00:00,LONG,1,6988.5,6985.5,-18.740000000000002,stop,185.0
2026-01-07 01:00:00+00:00,2026-01-07 04:00:00+00:00,LONG,1,6988.25,6985.25,-18.740000000000002,stop,180.0
2026-01-07 00:35:00+00:00,2026-01-07 04:05:00+00:00,LONG,1,6987.75,6985.0,-17.490000000000002,stop,210.0
2026-01-07 00:40:00+00:00,2026-01-07 04:05:00+00:00,LONG,1,6987.5,6984.75,-17.490000000000002,stop,205.0
2026-01-07 23:00:00+00:00,2026-01-07 23:50:00+00:00,LONG,1,6967.25,6964.0,-19.990000000000002,stop,50.0
2026-01-07 23:05:00+00:00,2026-01-08 00:25:00+00:00,LONG,1,6965.5,6962.5,-18.740000000000002,stop,80.0
2026-01-07 23:25:00+00:00,2026-01-08 00:25:00+00:00,LONG,1,6965.25,6962.25,-18.740000000000002,stop,60.0
2026-01-07 23:30:00+00:00,2026-01-08 00:25:00+00:00,LONG,1,6965.25,6962.25,-18.740000000000002,stop,55.0
2026-01-07 23:35:00+00:00,2026-01-08 00:25:00+00:00,LONG,1,6966.0,6963.0,-18.740000000000002,stop,50.0
2026-01-07 23:40:00+00:00,2026-01-08 00:25:00+00:00,LONG,1,6966.0,6963.25,-17.490000000000002,stop,45.0
2026-01-07 23:45:00+00:00,2026-01-08 00:25:00+00:00,LONG,1,6965.25,6962.5,-17.490000000000002,stop,40.0
2026-01-08 00:10:00+00:00,2026-01-08 00:25:00+00:00,LONG,1,6965.25,6962.75,-16.240000000000002,stop,15.0
2026-01-08 00:15:00+00:00,2026-01-08 00:25:00+00:00,LONG,1,6965.0,6962.75,-14.99,stop,10.0
