timestamp,action,direction,contracts,price,order_id,prediction_score,reason,pnl_usd
2026-01-08 12:00:00-06:00,ENTRY,LONG,1,6965.0,2203795936,0.9339206786789014,,
2026-01-08 12:06:04.284902,EXIT,,1,6965.0,2203795936,,shutdown,-3.74
