timestamp,date,side,probability_up,entry_price,pnl_base,exit_reason,atr,contracts,pnl_final
2026-01-02 14:40:00+00:00,2026-01-02,LONG,0.5748923058024689,6919.5,62.5,target,5.0,2,125.0
2026-01-02 14:55:00+00:00,2026-01-02,SHORT,0.44686675546316185,6932.75,-49.55357142857142,stop,6.607142857142857,2,-99.10714285714285
2026-01-02 15:40:00+00:00,2026-01-02,SHORT,0.44828681129961945,6911.25,-85.71428571428571,stop,11.428571428571429,2,-171.42857142857142
2026-01-02 15:45:00+00:00,2026-01-02,SHORT,0.4414737289901194,6903.0,-86.91964285714285,stop,11.589285714285714,2,-173.8392857142857
2026-01-02 16:10:00+00:00,2026-01-02,LONG,0.5515140280250146,6887.5,164.28571428571428,target,13.142857142857142,2,328.57142857142856
2026-01-02 17:30:00+00:00,2026-01-02,SHORT,0.4417553952167111,6891.25,93.75,target,7.5,2,187.5
2026-01-02 17:45:00+00:00,2026-01-02,SHORT,0.4417553952167111,6880.25,92.63392857142858,target,7.410714285714286,2,185.26785714285717
2026-01-02 17:55:00+00:00,2026-01-02,SHORT,0.44357306016065046,6880.75,-55.982142857142854,stop,7.464285714285714,2,-111.96428571428571
2026-01-02 18:10:00+00:00,2026-01-02,SHORT,0.4368113881944683,6877.0,-50.625,stop,6.75,2,-101.25
2026-01-02 18:20:00+00:00,2026-01-02,SHORT,0.44950790374677546,6880.25,-49.15178571428571,stop,6.553571428571429,2,-98.30357142857142
2026-01-02 19:40:00+00:00,2026-01-02,SHORT,0.4482988558471228,6904.5,91.51785714285714,target,7.321428571428571,2,183.03571428571428
2026-01-02 20:50:00+00:00,2026-01-02,SHORT,0.44148280726366634,6893.25,-42.05357142857142,stop,5.607142857142857,2,-84.10714285714285
2026-01-02 21:00:00+00:00,2026-01-02,SHORT,0.43995710741015714,6902.0,-46.205357142857146,stop,6.160714285714286,2,-92.41071428571429
2026-01-04 23:00:00+00:00,2026-01-04,SHORT,0.4286969402464844,6907.0,45.53571428571429,target,3.642857142857143,2,91.07142857142858
2026-01-05 01:00:00+00:00,2026-01-05,SHORT,0.4421356607969212,6908.0,42.1875,target,3.375,2,84.375
2026-01-05 12:00:00+00:00,2026-01-05,SHORT,0.4419610982601249,6920.75,28.125,target,2.25,2,56.25
2026-01-05 15:40:00+00:00,2026-01-05,SHORT,0.44873538350392694,6949.5,93.30357142857142,target,7.464285714285714,2,186.60714285714283
2026-01-05 16:30:00+00:00,2026-01-05,SHORT,0.4489028929656673,6953.5,62.72321428571429,target,5.017857142857143,2,125.44642857142858
