combo,window,meta_threshold,primary_long,primary_short,require_meta_for_trade,max_trades_per_day,trades_count,total_pnl_usd,max_drawdown_usd,profit_factor,win_rate,avg_trade_usd,passes_constraints
m0.35_L0.28_S0.43_rm0,ytd_2026_jan_apr,0.35,0.28,0.43,False,,60,3427.319275200726,954.9837053552983,1.8254572203056023,0.6,57.1219879200121,True
m0.35_L0.28_S0.43_rm1,ytd_2026_jan_apr,0.35,0.28,0.43,True,,16,3392.948226270162,49.9800000000032,68.88611897299243,0.9375,212.05926414188514,True
m0.35_L0.28_S0.48_rm0,ytd_2026_jan_apr,0.35,0.28,0.48,False,,59,3145.000420313832,954.9837053552983,1.7535826493013735,0.5932203389830508,53.30509186972596,True
m0.35_L0.28_S0.48_rm1,ytd_2026_jan_apr,0.35,0.28,0.48,True,,16,3392.948226270162,49.9800000000032,68.88611897299243,0.9375,212.05926414188514,True
m0.35_L0.28_S0.53_rm0,ytd_2026_jan_apr,0.35,0.28,0.53,False,,58,3227.3051774665237,954.9837053552983,1.7503786113516642,0.5862068965517241,55.643192714940064,True
m0.35_L0.28_S0.53_rm1,ytd_2026_jan_apr,0.35,0.28,0.53,True,,16,3392.948226270162,49.9800000000032,68.88611897299243,0.9375,212.05926414188514,True
m0.35_L0.28_S0.58_rm0,ytd_2026_jan_apr,0.35,0.28,0.58,False,,67,3024.3611047281224,1137.8293728588033,1.5900073692273426,0.5522388059701493,45.13971798101675,True
m0.35_L0.28_S0.58_rm1,ytd_2026_jan_apr,0.35,0.28,0.58,True,,14,3303.069137436475,49.9800000000032,67.08781787587985,0.9285714285714286,235.93350981689107,True
m0.35_L0.28_S0.63_rm0,ytd_2026_jan_apr,0.35,0.28,0.63,False,,84,1330.4629618562221,1596.38592449922,1.1707868845717,0.5,15.838844784002644,True
m0.35_L0.28_S0.63_rm1,ytd_2026_jan_apr,0.35,0.28,0.63,True,,14,3250.6118113946804,49.9800000000032,66.038251528505,0.9285714285714286,232.1865579567629,True
m0.35_L0.31_S0.43_rm0,ytd_2026_jan_apr,0.35,0.31,0.43,False,,58,3424.6055659616013,881.6591644226719,1.8702250916868532,0.5862068965517241,59.04492355106209,True
m0.35_L0.31_S0.43_rm1,ytd_2026_jan_apr,0.35,0.31,0.43,True,,15,3009.4296512117876,49.9800000000032,61.21267809547394,0.9333333333333333,200.62864341411918,True
m0.35_L0.31_S0.48_rm0,ytd_2026_jan_apr,0.35,0.31,0.48,False,,56,3396.0611424487333,649.2575492169126,1.9171334329370653,0.5892857142857143,60.64394897229881,True
m0.35_L0.31_S0.48_rm1,ytd_2026_jan_apr,0.35,0.31,0.48,True,,15,3009.4296512117876,49.9800000000032,61.21267809547394,0.9333333333333333,200.62864341411918,True
m0.35_L0.31_S0.53_rm0,ytd_2026_jan_apr,0.35,0.31,0.53,False,,50,3435.3521841063284,532.8060449497498,2.181299733472901,0.6,68.70704368212657,True
m0.35_L0.31_S0.53_rm1,ytd_2026_jan_apr,0.35,0.31,0.53,True,,15,3009.4296512117876,49.9800000000032,61.21267809547394,0.9333333333333333,200.62864341411918,True
m0.35_L0.31_S0.58_rm0,ytd_2026_jan_apr,0.35,0.31,0.58,False,,50,3143.294039501685,897.6808816623961,1.9481153051213982,0.56,62.8658807900337,True
m0.35_L0.31_S0.58_rm1,ytd_2026_jan_apr,0.35,0.31,0.58,True,,14,3338.069137436475,49.9800000000032,67.78809798792467,0.9285714285714286,238.43350981689107,True
m0.35_L0.31_S0.63_rm0,ytd_2026_jan_apr,0.35,0.31,0.63,False,,52,3126.7991327715995,863.6126811324648,1.8348468779482126,0.5576923076923077,60.13075255329999,True
m0.35_L0.31_S0.63_rm1,ytd_2026_jan_apr,0.35,0.31,0.63,True,,13,3013.430547126192,49.9800000000032,61.292728033737326,0.9230769230769231,231.80234977893784,True
