exp_id,model_name,cv_auc,status,signals,pnl,sharpe,win_rate,mean_pnl
exhaustive_exp_00036,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00037,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00038,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00039,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00040,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00041,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00042,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00043,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00044,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00045,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00046,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00047,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00048,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00049,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
exhaustive_exp_00050,,,success,624,-1212.562352919414,-2.7818761292163114,0.41346153846153844,-1.9432088989093173
